ZUVSXSCLLBKXMPOCHGKI;2;1
TGXTWKTEMKLAHYIFRUCI;2;1
TKOMLEKJLVMTYEKGOSZG;6;1
AJLDVEUIXPBIJLUXLKPI;6;1
GOOZHJAUBRTILJZHEBKC;12;1
THHCFBWMOZCHNCGNXOXG;10;1
YIVVEAZMQPVGHTPNBWRV;6;1
RFVEEGXAJCESOVIMAROA;6;1
OIOGZKSMJCIZBVMLHJBC;6;1
EIWPBUMSBXZVRSGOQOIM;6;1
YABGHCHPPNZLVOIMKBHV;8;1
CSMURLREOFQMHCAHHKBU;8;1
EIJGMGBJMYTEVEROPLSA;8;1
JQZOFABEUPEYYTMCHZID;7;1
CTUMTFEBPBRIYSWOGOIV;8;1
KLGVCRVTERMWFLXMCNXM;1;1
BIQWLIDNRKJCVACVLYEK;14;1
EQMKNHZHJKZREMSJYHPI;8;1
DFNMODFUMFWVDEBFDUFZ;15;1
PSHNESDUPJHPUVHFKDBO;8;1
KFRAUASENAELFSTFSTSO;8;1
EIFVKWUTPJNRNKHBKKKD;8;1
RSHMHSCLPFZJWJCEQJNV;8;1
JXHEQPBONSGJKWLJWLUA;8;1
EQZCRCOEZAVNOQWKQZDR;8;1
MLMCSZLYGWRRIRAYIMMN;8;1
QSFUGNJEVYWSDWZHZPZF;8;1
TWFNYNGSYLYOEDXGCCMG;8;1
XIQLQVNEEFXYWPXKNASR;8;1
TVKRBAQBTLWZWMWSVMTE;4;1
PAEWJSWLPIOIKXKGDEBD;4;1
HASDDIRSJILBBEEHYXYV;4;1
HRIXOCKXTLMJXEJICEVQ;11;1
GANECXMTNPLLIQBYEVZJ;4;1
RPDUOVZHBWAVNQTLFHCA;4;1
ODHEWPRTECZUBJBBCZVW;5;1
NZFNZTVGBDXEBNPOMOTZ;4;1
ROJZLUTEBKJIWUZWGKWJ;4;1
WJWJTCFIIUBOISOZOZHL;4;1
ACWJDYDXRNPXEPTHQIKR;4;1
APCTCFXLPZCDHENVDBXW;9;1
WIBCJZGAUSOHAMVPNQST;10;1
QIBSLPOIFLHEHFZFMFNJ;10;1
DNVLMHCOSNEVSSAMTNYO;10;1
FSYOWDLIXASQAIKLMIQH;10;1
SBIEMWDIIXFYGKBXGNOB;10;1
ITHCWXSSRQWIZHIXANBZ;10;1
FEBTISUEIDQSLRABWXOD;10;1
KBEBCMHAHTVRNGEGAPIS;10;1
ZDZNTBNGRBQKLQTEXEJY;10;1
GQWZNGDOOPRIEUVJARNF;16;1
GNMZHGIDCOUZEAIGOAKQ;16;1
HBSHNEWPLBXSGRBSMHVA;10;1
OSMGHSBZWCXIXZBHYEAB;16;1
FAPUHDIXLXXHJHMEZARR;16;1
XSGXVMUSBVNOLJKOBFDS;16;1
DVLKBHRNFDWRTRTSOZCL;16;1
SNIQKQEKZXWZBNHZISAP;16;1
HXCGENLOKZFVODIRKMTB;16;1
EOBEMYQTPZPWIODWXKZX;15;1
GSGCYEMFEXYXTXZZRILD;4;1
HKVTOLZUMVIAXXZBDAJA;0;1
QOQBFWUHIJQZMMOSCATM;12;1
OJUWIXZVCDMLJMMYLHCZ;4;1
QXLGPDXNVUTCWIKDPLKE;1;1
PKFHHIABVDKFMBJTTARL;1;1
CCGKOXHVFIZZTPARVPXE;1;1
IHVHMAONWOMQCZNATLFG;1;1
NPVOYGHDCSINNHNHLDSQ;1;1
WFNOLXGHNVVLQVRMILWC;1;1
KZSARHHSLVCEWCJKUVCO;3;1
AMLMHUTWYKGFGKFJRCOR;14;1
IMORKBLLDVVCCVFKPSYT;10;1
HLSBTCTSPHXJUEWCMUMV;10;1
BTFJKDVTPPULHRRFLFIA;10;1
YFGSFIEZWUECITNNIBOW;10;1
OQSYFHCXWOQSEZKKJBPD;10;1
MZISUGEFVLLAEGCYKKKQ;10;1
RXPHDGKGVWDAARTDSQJW;10;1
VXFSXCQDSFWETBTOXJRA;5;1
MHSIYIIVLRQWVPZGVOES;5;1
CJRDIYDABQFIAWUKSPPU;1;1
SOOTNMDEWQSOWKHLVHPS;5;1
VFDNOVLVSPBUQNMQPIVB;5;1
EVICOPAWWOWHIMTRPVDD;10;1
DRVAPIJKITZFGWAGQTVZ;10;1
GUFJVCUAYPXSEWESFLFD;15;1
VUQOTDJUQCPKEVECORLD;15;1
HRGPDBRFASBGKTOINMNW;2;1
NIHHSFAWLTLVGMLXGTFJ;5;1
CQAQSPJJXLNIONCBRRDC;15;1
VKSOPRLBVSMUNAXGVQWF;15;1
AHOMVLZCYEVUKCKLBQPE;15;1
BMVUUUEZHKWFQSCTZFTT;15;1
BWJGLWUWIJFDYYJGSCRC;0;1
NTVGNWTJSZNQPGLAOUQT;5;1
NRTNRYTAMPKNQBRMHXYP;15;1
WLYVYVYZKBTYJMJNJAFH;15;1
YVYSHGVKHQQMUYFSKLBI;15;1
XVFCXHVLEHMUJREYBESQ;5;1
LGPVKKKGJXCUFBRJLABM;5;1
BRBMCQTFOPYFEOHXJQUV;4;1
NWOVBHEDVYHAYODWTTDG;1;1
OIOGGTTQFBORRCECHECI;1;1
ATYWXHSLLWKEZTZRLOCY;1;1
TNXGXCGOGSQVLVXVSJAS;1;1
GOIMRDQMJRIYCQYLYCFH;14;1
GQSTFMWYMEYOYGQIPUEA;15;1
AFLECCMNRLKPUCIZIRBZ;15;1
EMURRKHOITHNDCLOZNLY;6;1
ZVSTKVZMPVESNEEQDWRY;6;1
SANUDCGXBMHHSNNWUGSQ;6;1
CKCNQLJPQPPTPGHNQDBS;14;1
ZKEGFGRAGDXJITISRBUS;13;1
LXYPIMJSHPIJDMJOTHZR;11;1
OGWBCSGPKQBQOFXVQZLT;13;1
ZQFQKYWXGZKJDKIVNNKE;13;1
HEMNADIXKYXIODNXQURJ;8;1
UWYPFANUZWLSGWZSPKEG;1;1
MHJZFBODTSEKXJLWGVCD;14;1
MHTJZAVKMMIMJFEBYQXW;14;1
LWAJZVHJSIRVZBOLGWUD;14;1
ZMRLCAXKYSTLVLBGINHU;14;1
HUDJCJGAWPYVIZEBUBYO;6;1
FGJRJTVVJRTRFENUIGQB;6;1
RMLRHMSHOHXZUUUPHYFL;6;1
FQQVLOLWUCPZFSVWFCXE;6;1
IJHTVUDIXARPPIBYIROL;6;1
CNFTJPQYBGXBJZQSCSZM;5;1
KKJOBGCVPXIYOUVEJQAW;6;1
PNDUMLUSKZCSXCSAIYIJ;6;1
PRKRMFFRXEDXQGOIGZZH;6;1
SHLCHXWHLZCRSTWEDULX;6;1
EJLQPQEDOUSZIWOYPTYS;6;1
GVSITDQEMKRDZZWSOOCS;6;1
VOTCOZRHKFIHUPIWVQDC;6;1
FYMOINHGCXWGJEUDQWZV;10;1
SRDNPHBFSTYSKJEJFMNK;5;1
FSIJLCHGXXSNJQVSPRBN;0;1
ZWPRKKWDLRSVQNZSLJQF;11;1
NMCYWQQQEYUAGREGXAYB;8;1
HRUFOBKUDFKPRNVWBFJU;1;1
UCGTXPCYXRBHZEMKHVGV;6;1
PEUMVAFACXKZUKNBJDVV;6;1
DUOVXZYNCORUHOYQXCEH;6;1
NZCQWHMSXCQTUVWHMEIO;12;1
TIMUBFZVUQXMJFPDPQAZ;9;1
JYIZDHFAVSCSKYKKAUAN;12;1
ZIPPBAJMNAETMTWOIZNW;2;1
ERSZKGRRVHPZADNKFWDZ;8;1
DJAKUTUIQBOWXFJLPRXL;12;1
TOKBPLDXZQRPJGEXLYXZ;2;1
SVEXJTGEUXEKRAUTQVDR;8;1
VOANAKVXFBVLWBNVGGTE;9;1
BUOQPYYTEQNOXTTXWZHM;12;1
ZRILIUZHIAQZQFIRIIGT;12;1
CPRFTWWCZBDLRWLSCDRF;12;1
SQVWDCXHNJJFLOPPHHRA;12;1
HKGRCDJVMJURVSWFHDZL;12;1
YABUSAPUKQYCXAJLSDAG;10;1
LFUXCSNHRCSFJBYQBMAW;10;1
WQBPWXQGFGDGEODIEFMF;3;1
OIDCMAPAKHBUIORPFQLO;3;1
DNPFCYUSXPVELBWPOVJS;3;1
KMSKKHHGAWZHGBLTNXCO;3;1
VVFLDMNMPNFVCKPDGRNU;3;1
QRELBBLSJGWJRDGNHUSE;6;1
FGFTHCHKXCENUNOPHXEI;3;1
JXXWEDDCBKNAKLOFFJCK;15;1
DRCDKBYJSLJGWNYCIDWB;4;1
TGNYVHGABBGBWMTHOORB;4;1
UGOIKVVNOYMUAYEVAXPW;9;1
CISIRIOIZXIXBTBTWLTF;9;1
PSLPKOURTZMXVDDXRRWP;9;1
GQZZJDGNSCLMJLLSRKSZ;6;1
PZHVKHXDYBQJNJDBVMED;4;1
VBHWIPVATTFNAHNAZJXP;2;1
SQFNVJRRSYMAJDDSFTCR;5;1
RYCGCLXBQBKFOPKRGHOT;0;1
FRCOGXHSZPRFLFCBXJJA;11;1
NYCSPFYPXMIIBKULEJDT;1;1
SPQQEALFROFZKQJLOXQM;6;1
SUQUIFCFWRSKTANPOZRD;15;1
RSXNGAUUFFIXJIRORSWE;1;1
HQGTOGBGVTKHXJOOQBAB;1;1
TEGTGOMRUZLZLIBIXETX;1;1
MOSJBFCEFQIFLWPRFZHA;1;1
FCJXEAONBWANXVCHGCYR;1;1
OYNRGTKPYSWSFJYQOKEJ;6;1
FKHMLEOORRJCQVDAYPWV;6;1
BZJRTILGZSEYXXUJSCMS;6;1
VAOMUQAXWKQIZKVEZJAY;6;1
RDEKUEJGXYSHYLKUXLRQ;6;1
DWGIVMDBGPGXMBZAOFXG;12;1
NFXKRCBSJVXBRYNHJZKK;12;1
YVIUBHJLFGQXLOCQTKAX;1;1
YLNXMJOUUDXWCYFZJGYW;12;1
ZNYVVDNVANYSJAXLQJHW;11;1
BUWVQFZEMTVGDLQINMGH;11;1
EOEKVNTPNIDMYEWRYXDW;11;1
PLHQEVBGJQPCNKRTKFRQ;11;1
PWCWSIDLADZJHDIMFNRL;11;1
ROFIIUIBMBOUZZISRDBQ;15;1
OOMZXJLXMFGNBHQTJZGR;15;1
IJDIDTUNCJTXLPPQYYTD;15;1
WATAVCQYZJKQDBIUUZGW;0;1
CEYJSPUXYRABPEAEBNCC;13;1
VIKHSLTREIPONGYOSZTG;0;1
PXXPZMIFLUKJSDYPGDTC;10;1
NCNFXUILVAFZAZWHEBCJ;9;1
HWPCTQNCNVMYUGIRGCRT;9;1
XGYDYLGWEXZZTRBTOBGI;9;1
TMFPTDJKOPTVJKSPEVEX;9;1
CIFWOVMFUCVUAQNRYAIE;9;1
NISISVBWLLCPOQIERVOM;14;1
PEVDUHGPFOUPYNFAQJVP;0;1
NXBRQLKYYYJANARKUNVE;14;1
OSPSXKNYIKYYZWUUPKQU;14;1
TOXKGDTMAIGKBFIUXJFM;2;1
DWGKHENMTWWMDZHOKLIC;2;1
BZZDBHIKLNDHLHXQRPIH;15;1
ZOQWFVBAIAYLGGFZMZDU;12;1
FIKVKPUGGZXMSISDDBJW;6;1
GZTBWWLCTOCXOKWZKNAN;6;1
ZWAHSYHVTEWQWEQHXTHN;13;1
CFNABUOBHPFXVEUQPDZQ;6;1
NDLHUZMNABEOZMRYYVHP;15;1
XVSISXSWNTOJZHLQSRFP;10;1
TUGONETOQRGGVIITVKAV;10;1
JZXLEXLZLSPABUXBABZI;8;1
JBSQIRVPUUSRAEJLWQOM;8;1
ZWXVCDVNHLMXVRJTKNTM;8;1
KYBQPPOSTIYJJUJKTXRR;8;1
ZSWQGZWJCRJHEHJNRWFO;14;1
RSMTFLNIZMXQCFLYPYPI;13;1
IETSESSPXHELAHDZBPKL;8;1
ZYVQMZRLCORQVMCKYEZX;2;1
KMOATKQHYSBQHNJGBMFW;1;1
CQYJUOZHGIXZIFSUUDCN;1;1
HJSURQVJCKDQVJNWXQQG;1;1
RZXAEYNEDGBNBPPIGZZT;6;1
OMFLGZOGXWWSINEHKRBJ;6;1
XCXVBOUAQTOJDZRYRWNL;6;1
SDECYEMIBTTJEABRTNXH;6;1
SHBVODKZRZHQJKCXBXKE;3;1
VQKXSEWGOXCECUXLVBOI;1;1
ECYPPROTVVHISVSJXYSO;6;1
MKBQOSFMUMRZOUUMHHPE;4;1
OCRGJTUVBHKGVQUHIAIE;4;1
CXYNIZXMIFGRFZKBGBUF;10;1
MHQYFERMPJJVCFVLTUXP;1;1
APTANIXYYMJINHHUFCLD;1;1
MHVGXZMKELYUUSCCUTAN;10;1
STJUPTFSRNYBERRSMTJF;10;1
GPPGWBYKSKDZLZYZNCCE;6;1
KDJYGDFZZEQPCDSNOFRN;6;1
GZAUCOQWFQZMMZWAFZVJ;10;1
MNYGPUXLBJVBDGLIAITX;10;1
VKQVNSDNYRTNCLMYGSYC;11;1
EWTUANDZMBCSORFPEQED;12;1
PFFSOBWFHFMNDGKOAEVY;4;1
WPXOWAPGYCRDKJBAEKZE;5;1
MXMILUNMZMFWAVOPUPWE;5;1
NLHZFRRMWKYNGJJHKEKY;6;1
XJNYZVZUHLZURVFQSKCE;11;1
MQLLVETSXOLTNPEYAYDM;10;1
CLADVCANEWBRRZXVCGQI;10;1
RZWLKATXICJFREUVGCUL;10;1
MYDBLLERQYSKBRYTMSTC;6;1
ZOJTPGRWKHZEVPPBDNJW;10;1
EUXTIHIEAJJRPTKNWMLF;10;1
LNGMCQKRDOERDRLZRERN;10;1
EHKIWJCLIEONFIRXVZLT;12;1
BLETXRXIFYIHEHZKCIBP;10;1
JGVAIBYMHSHBNQCLFDNB;6;1
GVUVEPWHRAYTYVSEHTCP;5;1
ASUCXEVUUDCLDDRYEWQR;14;1
QETVYVGFKKGJWVSGSIKI;5;1
IYTHEDESURHSQYVDHKGK;6;1
NQOWGJQTWUNLWWIIKQKV;14;1
ONXDAKNRTKEJTGDSDCHK;12;1
SNOFQMZDHTESKQPSLYBG;6;1
BOWEKAFRQCZBODDWMFPC;0;1
ZBANWQJMHHNCVBTELXFB;0;1
LGAQALDAQXMXCSYOZSRW;0;1
DJKBSESWABLCFQTRAHQH;6;1
SKWZSLAWEYGOMOFKUHJC;13;1
IYYZNCTNRVBRJLCJFUHU;12;1
FIUYOZKZATHYEBPQLGOU;13;1
ZGRDUNLVZBWVUGLCVUOI;13;1
DAELJEWYRBKUQVZJSYUE;13;1
VFPJGHCPMBGLATGHTEDJ;8;1
XQQXTMUFJDXVOGSDTUNC;13;1
TMFSEVYLWFNGMPAUSNEI;14;1
ZHZARHZGPGULMDUTXYSY;6;1
IMXRZVOCYJCHDFODCZLG;9;1
MAZQHBHZQXKNKHLPXXUU;6;1
YIDOFTOSWPZQZJSETATR;10;1
GYWXMXAMDEPFTFLCXPST;6;1
WETWTLVFDYNWLKGLFODG;5;1
ECYLZXJNGBIGCNTMMFPF;15;1
XNGZQKFCFWRUXNHJZHIO;14;1
JSMILPBRSWUGLNUWSGJI;8;1
ZRXTIDFVYYCPZLKMKZKW;8;1
WUCZKDUTQNMCTIIORNJR;14;1
PFUALXTRXAVMREOJPIRW;3;1
UZQJUOREKECGHQAQVPVB;3;1
CEKASOJLESIBWKKHTCYT;1;1
QIROIGKAASQBTHVHIRAH;1;1
GGSQDQEUKSNVPDMOPBKA;6;1
IQLSLXRYMMRAMNWIMDKW;6;1
HYWQEUEIPYFSOVIJTADY;11;1
QZKZNICCGOECUSGWRBGT;5;1
ELFRAGJCOSFTAYXRWLOW;10;1
JZEXXVONDSZHGFJUKUZY;14;1
QJIJUSUVPIYVGSMQVRWA;14;1
SMYNLQTVBHTODVESBWYI;5;1
VWZJVMRCGULUSZYWWPIQ;10;1
IFQFRESGWSZEXPKHZOKW;15;1
OKBOTNGPXBHHFCBHEYQT;14;1
VNDCHYVVCBEHQQPILCKA;1;1
WDGJHZETSOLDMRASIQKG;8;1
LZXEDFEEGYSGVPHPZIID;5;1
VWPQYABWYVZPPSJUBXEW;14;1
IAIZONYCAFMRWAEXEMTK;14;1
RTGXLFOTANJMQUPYPUJG;5;1
WEDAHUCFHJRKFNGPGXZK;1;1
YNASIZHUEHJNUMYNHWML;1;1
IBYDQCUIJKPFNGBJRWJY;10;1
NMBSCHQXWICMARAPBUEG;11;1
GQDLXSXIBPKYHOLJVWMT;10;1
