Source;Target;Code_Activity;timestamp_start;timestamp_end;Start;End;Cluster
TLLTKMIYXKZZIEKABSTH;WNIIOJOOTXFQBHIBFQBN;295754;1543791600;1544914800;03/12/2018;16/12/2018;1
TLLTKMIYXKZZIEKABSTH;WNIIOJOOTXFQBHIBFQBN;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
TLLTKMIYXKZZIEKABSTH;KAEIQDQFUBAACINIYHZW;297199;1538776800;1538863200;06/10/2018;07/10/2018;0
TLLTKMIYXKZZIEKABSTH;WOOUNORDKUFYMGEMYSHA;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
TLLTKMIYXKZZIEKABSTH;XDSTVWTTVVLZQXBOHUUB;297623;1540159200;1541286000;22/10/2018;04/11/2018;0
TLLTKMIYXKZZIEKABSTH;WBEMQTCZEQZSPISWMQRZ;311529;1539381600;1539468000;13/10/2018;14/10/2018;0
TLLTKMIYXKZZIEKABSTH;UDJBUBGIGPSFWBUIQEOK;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
TLLTKMIYXKZZIEKABSTH;MZFGJEJSIUCKAPLLVPUE;297628;1540591200;1540591200;27/10/2018;27/10/2018;0
TLLTKMIYXKZZIEKABSTH;UOHGTXJWHDBHNWBCWDLM;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295747;1542582000;1543100400;19/11/2018;25/11/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295762;1546815600;1547938800;07/01/2019;20/01/2019;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295751;1543791600;1544310000;03/12/2018;09/12/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295749;1542582000;1543705200;19/11/2018;02/12/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;297623;1540159200;1541286000;22/10/2018;04/11/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;297624;1540332000;1540677600;24/10/2018;28/10/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
UDJBUBGIGPSFWBUIQEOK;WOOUNORDKUFYMGEMYSHA;295745;1541372400;1542495600;05/11/2018;18/11/2018;1
UDJBUBGIGPSFWBUIQEOK;RNRSSFVMJJFPPOYAAYOW;297623;1540159200;1541286000;22/10/2018;04/11/2018;0
UDJBUBGIGPSFWBUIQEOK;RNRSSFVMJJFPPOYAAYOW;295758;1545001200;1546729200;17/12/2018;06/01/2019;0
UDJBUBGIGPSFWBUIQEOK;RNRSSFVMJJFPPOYAAYOW;295754;1543791600;1544914800;03/12/2018;16/12/2018;0
UDJBUBGIGPSFWBUIQEOK;TLLTKMIYXKZZIEKABSTH;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
UDJBUBGIGPSFWBUIQEOK;WNIIOJOOTXFQBHIBFQBN;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
UDJBUBGIGPSFWBUIQEOK;MTJFUAFZCSKAZYAPDAVT;297628;1540591200;1540591200;27/10/2018;27/10/2018;0
UDJBUBGIGPSFWBUIQEOK;UOHGTXJWHDBHNWBCWDLM;295428;1544655600;1545260400;13/12/2018;20/12/2018;1
UDJBUBGIGPSFWBUIQEOK;QXQDVPIFPESNQKBDJXRA;311529;1539381600;1539468000;13/10/2018;14/10/2018;1
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;295749;1542582000;1543705200;19/11/2018;02/12/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;295428;1544655600;1545260400;13/12/2018;20/12/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;295747;1542582000;1543100400;19/11/2018;25/11/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;295754;1543791600;1544914800;03/12/2018;16/12/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;297623;1540159200;1541286000;22/10/2018;04/11/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;297624;1540332000;1540677600;24/10/2018;28/10/2018;5
FBSCGFBLOKXGXMKWJOYL;BPMPKZJMBKNQCKCLMXSB;295745;1541372400;1542495600;05/11/2018;18/11/2018;5
FBSCGFBLOKXGXMKWJOYL;WCJCMMIIGTFRDCRHWIBY;311529;1539381600;1539468000;13/10/2018;14/10/2018;0
