id;year;promo;city;gpa
ZRRVJKMKSPXGWQIOLKYC;1;2022;BDX;0.307692308
ZIDXNRDZMOGLRESZSRKY;1;2022;BDX;0.0
ZHASRWZEQTEKMBGHRKFE;1;2022;BDX;1.071428571
ZGAMMCAKLFAIIOQJEHNV;1;2022;BDX;1.9230769230000002
ZCQPUNIIEFDJLTTTJZFJ;1;2022;BDX;0.153846154
YYWDAPQQHJNQMGQJOZSC;1;2022;BDX;0.0
YWQQQAPJMXSCAZSDAITV;1;2022;BDX;2.153846154
YNBZGQPEDOLZPGVZBBDF;1;2022;BDX;0.923076923
YKRHJYDMJEWHKQLRXIXD;1;2022;BDX;0.0
YGPUXMCUUFYZJJGGVSFB;1;2022;BDX;0.153846154
YEFWWRFNCLJLEPBWNPWK;1;2022;BDX;0.153846154
YASEWPUUHNPCZSGGPGTJ;1;2022;BDX;0.923076923
XREJYUUQDYDDCUUSQMAP;1;2022;BDX;2.230769231
XEBATCZBIKHBJSSMVIFA;1;2022;BDX;0.23076923100000002
WUQCBSDYLYXOGMAVKZLL;1;2022;BDX;0.615384615
WQOMQHFAUJKHHPHADSRV;1;2022;BDX;2.769230769
WQBXWAVDBDDDZDSREOSM;1;2022;BDX;1.230769231
WNDBWYULRHJUTTEBFYRJ;1;2022;BDX;2.076923077
WHALPZBFYVPHKGRZECJY;1;2022;BDX;0.307692308
WGOOLCAPEWJTHTZYHUUQ;1;2022;BDX;2.307692308
UZDEXAUWOAHLCWMZPRDE;1;2022;BDX;0.7692307690000001
UTJJUEXNSRMFIXBWZDIR;1;2022;BDX;0.692307692
URNBYJDSGMQPLVIDBOIQ;1;2022;BDX;0.615384615
UPSVIFAAYJCCWXCMATVX;1;2022;BDX;0.615384615
UEEMBMPZOOLQOWHQVQOB;1;2022;BDX;0.846153846
UEAPLNUWRKEXEUIEQRME;1;2022;BDX;1.428571429
TTSPIVLNPZFYBQKYWQJB;1;2022;BDX;1.153846154
THIUXQOILWJPRVXFOTGE;1;2022;BDX;0.307692308
SWMKSMTPSXARROQWEVIR;1;2022;BDX;0.23076923100000002
RXKQWGEWITZELRGIUGWD;1;2022;BDX;0.7692307690000001
QSHKPMFKWWPBYICDVTMO;1;2022;BDX;2.307692308
QRHIWNJGGAVQNNRYKVEH;1;2022;BDX;0.307692308
QOHMXTAMZMLKRNOOWUJX;1;2022;BDX;0.846153846
QJMMEPEAOLVPNQGIGYVM;1;2022;BDX;2.076923077
QIAKCEBKJCOYJZQRNELU;1;2022;BDX;2.923076923
QEWTPGOTTVHBQYPGTHCW;1;2022;BDX;0.615384615
QAKTZIEPNWMBUXFXFKYX;1;2022;BDX;1.4615384619999998
